,user_name,user_type,user_msg,user_msg_count,forum_type
257,Kevin L,Member,"I forgot to mention that I have trouble with eye contact and body language, so my lack of eye contact is sometimes perceived as me being deceptive, which--I'm sure--compounds this idea that I do these things intentionally to be nasty to people.",9,Autism_and_Mental_Health_Forum
258,Jigglypuff Fan,Well-known member,I have Asperger’s and I get what you are saying. Making direct eye contact for long periods of time makes me uncomfortable. The truth is that there’s a lot of people who don’t understand autism and what it is like to be on the spectrum. Do you have a job coach? If not then I suggest that you get one because they can and will help you when it comes to these types of things. A job coach will also explain that you have autism and any difficulties you might have.,"1,569",Autism_and_Mental_Health_Forum
259,Kevin L,Member,Thank you.,9,Autism_and_Mental_Health_Forum
260,Signofthetimes,Well-known member,"@Kevin L
I find the policy confusing as well. I am sorry that the police officers weren't more supportive of you in helping you press charges. Not only should he not have attacked you, she shouldn't have thrown anything at you. Your boss should not have hidden, giving all blame to you for not making the policy clear. I would think both the elderly man and the pregnant woman could have been allowed to use the restroom due to their circumstances.","8,099",Autism_and_Mental_Health_Forum
261,Kevin L,Member,"@Signofthetimes Thank you for the validation and emotional support, but I know it's me. It happens to me again and again with different jobs.

I've run into problems like this because of how I treated gay people and people of different religions.

As an example of my job issues with gay people, please consider that I was a paramedic training officer in an EMS system.

Our medical director also taught at a local university, and we sometimes had nursing and medical students assigned for ride time on an ambulance when they were taking an elective emergency medical course for their certification.

I got assigned an RN to me who was working on an advance practice nurse practitioner credential, and he was utterly phenomenal. He had 7 years of experience working in pediatric and neonatal intensive care, and every doctor knew him and was on a first name basis with him, as he also taught certain courses. Even though I was the training officer, I learned far more from him than he did from me.

So, we got a call on a horribly sick kid with leukemia who was undergoing aggressive chemotherapy, and this 11 year old boy was also having a diabetic emergency at the same time, and he was on death's doorstep.

I felt like I was missing something, so I put my student in charge and delegated myself to being his resource person, and he performed magnificently and saved this kid's life with a phenomenal skill that bordered on the supernatural.

So, my point is that my student was very effeminate in a way that would cause most people to automatically assume that he's gay within 10 seconds of meeting him . . . and yes, my student is gayer than Ru Paul and Liberace combined.

The parents (especially the father) were deeply religious, and were horribly upset that I let a ""homosexual and pedophile"" handle their sick child when he's vulnerable. ""Homosexuals have to recruit because nobody is ever born gay, because God doesn't make mistakes."" So, if their kid turns gay, it will be my fault because I exposed him to ""homosexualist influences during a delicate stage in his masculine development.""

They drafted a letter of complaint, and had their entire church congregation and pastor sign it, and they sent copies to my agency, their congressman, and the division of EMS licensure.

The pastor sat on the board of the local Baptist hospital, and the hospital threatened to pull their contracts if the situation wasn't addressed.

I lost a promotion because I created the situation by being insensitive to the family's beliefs . . . when we had to move quickly and decisively in order to save the kid's life.

In my autism, I miss social nuances, and it would be nice to have the perception to understand how I could have handled the situation differently and saved the kid's life while keeping my promotion at the same time.",9,Autism_and_Mental_Health_Forum
262,Kevin L,Member,"Another part of this issue may be that other people who don't have autism may have the social competence to finesse things after the fact, and have an understanding of how to spin things to protect their jobs . . . a skill I lack.",9,Autism_and_Mental_Health_Forum
263,Kevin L,Member,"If anyone doubts my memory and/or perceptions of these events, consider that Jackson Memorial Hospital in Miami, Florida, prevented a lesbian visit her partner (of 18 years) while the partner was dying from a bleed in the brain, and this was despite the partner having durable power of attorney paperwork.

The hospital refused visitation because Florida is an ""anti-gay state"" per the hospital administrators. See below:

https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.lambdalegal.org/in-court/cases/langbehn-v-jackson-memorial&ved=2ahUKEwis5e-PpqL6AhUzmYQIHeFJBi4QFnoECCoQAQ&usg=AOvVaw2fNQhhocrt4L6Sd0Tj1A9Y

I have trouble keeping a job because I don't have the insight to see that a father would rather have his son die than be treated by a gay man.",9,Autism_and_Mental_Health_Forum
264,lilacxpinkie,Well-known member,I got told by a counsellor online that it's more common for autistic people who are struggling with trauma or just a lot of stress in general to have auditory hallucinations. I woke up one morning not feeling groggy I was fully awake and then heard myself say stop just stop and I thought someone said it at first but it sounded like me. I told the online counsellor that and they told me to go to the national autistic society to find out more but the site says they don't give advice on mental health.,392,Autism_and_Mental_Health_Forum
265,AngrySwan,Well-known member,"Me too! I hear voices when stressed, although I can tell they’re not real. I didn’t know it was an autism thing",104,Autism_and_Mental_Health_Forum
266,lilacxpinkie,Well-known member,@AngrySwan it only happened once with me and it was similar to what I said in a flashback before. I didn't know either but an online counsellor said it's more common in autistic people struggling with stress or trauma.,392,Autism_and_Mental_Health_Forum
267,pyro,Well-known member,"i don't think hallucinations are connected with autism. i haven't seen any research behind that claim as far as i know. having autism doesn't make me hallucinate, but meds/drugs do. that's all i know tbh",771,Autism_and_Mental_Health_Forum
268,AngrySwan,Well-known member,"@pyro I’ve read that autistic people have a higher rate of psychosis compared to the general population, though it’s still very small overall",104,Autism_and_Mental_Health_Forum
269,lilacxpinkie,Well-known member,@pyro I'm not sure why a counselor would say it if it wasn't true,392,Autism_and_Mental_Health_Forum
270,pyro,Well-known member,"lilacxpinkie said:
@pyro I'm not sure why a counselor would say it if it wasn't true
hallucinations are more related to other things that aren't necessarily autism from what i understand. maybe u could look into it, but i haven't heard of hallucinations caused by autism as far as i know now.",771,Autism_and_Mental_Health_Forum
271,Karmita,Well-known member,"I have a friend who is diagnosed with autism spectrum condition, and who hears voices. Contact the Hearing Voices Network who can help you cope without meds and schizophrenic labelling of the voices. Hearing voices is not uncommon with a background of certain types of adverse childhood experiences. It is not an illness and is a natural variation in brain function, which with support and advice from that network, could be coped with in time moderately easily with. There are support groups, many of them on line I think. Let us know on this site how you get on.",306,Autism_and_Mental_Health_Forum
272,lilacxpinkie,Well-known member,Just to update this hasn't happened again it was just the one time,392,Autism_and_Mental_Health_Forum
273,susieluna,Member,"Hi friends,

I’m noticing a sus trend here. A lot of girls and women coming forward suspecting they may have undiagnosed autism. It’s not surprising, as it’s often missed with females, so I hear. We’re also often misdiagnosed, which also makes sense.

Anyways, hi! I’m Susie, 25 from Ireland. Pretty sure I’m autistic and just trying to save enough money for an assessment. I just wanted to introduce myself and let anyone who relates know that they are not alone and that you can message me anytime… even just to exchange memes and pass some time.

- Susie ?",23,Autism_and_Mental_Health_Forum
274,Passionflower,Well-known member,"Hi Susie, welcome to the forum","2,757",Autism_and_Mental_Health_Forum
275,EverybodyHurts,Well-known member,,"2,029",Autism_and_Mental_Health_Forum
276,Northern Girl,Well-known member,"Just seen your post and wanted to welcome you to the Forum.
I'm also autistic ( diagnosed last year) and was assessed on the NHS via the CMHT as I
have schizo-affective disorder also.
I hope you find the Forum helpful.",482,Autism_and_Mental_Health_Forum
277,mindbodysoul,Active member,"welcome, I have been told Im on the spectrum but not diagnosed because it doesnt ""limit me""",41,Autism_and_Mental_Health_Forum
278,LearntheEssentials,Well-known member,"Welcome Susie!

Not a women or Irish (oi wish ) but i've heard that before.
Take a look around, this forum is amazing to find likeminded folks!

-LTE",707,Autism_and_Mental_Health_Forum
279,AutiNaughtyBec,New member,"@susieluna hey girl! I am 39 and feel your pain. I have always wondered why I was so different and no one truly ever “liked me” I have felt so alone, my heart aches at times. I am also, seeking a diagnosis, or at best, an answer. I am here to talk anytime ❤️",3,Autism_and_Mental_Health_Forum
280,mentallycomplicated,Well-known member,"You could place someone with anxiety and OCD symptoms in an autism test and the results could tell them they have autism because they share so many common symptoms, how do you know when it's autism? Does it even matter?",189,Autism_and_Mental_Health_Forum
281,Thomasmariel33,Well-known member,"From this text, you can probably tell I have high functioning autism:

Theology's natural rival, the science of atoms, can imitate theology's ideology of The Forward Momentum Morality. TFMM, essentially, is a system in which all negative thoughts are negated through being surpassed by an equal temporary forward.

So when people, in general, think negative thoughts, whether it be about violence, or the impulse to commit violence, the principle of the general ideology of TFMM is to let those said people off the hook. Theology, and atoms, can take part in this ethos, taken part in by people, whether those people be from the Pentagon, the White House, Tesco's supermarket, or the higher end streets of Llandudno.",134,Autism_and_Mental_Health_Forum
282,UFOLightsOut77,Well-known member,"Personally, I don't think there's any one way to tell if someone has high functioning autism or OCD. First of all, I believe that there are a number of factors at play. Second of all, everybody is different. For example, one person could be high functioning and have severe OCD-like symptoms, while another could be just as high functioning and still have symptoms, but not as severe.",110,Autism_and_Mental_Health_Forum
283,Blue Monday,Well-known member,Check out the diagnostic criteria of autism spectrum disorder as outlined in the DSM V manual and see if someone with anxiety and OCD would fit in all the categories necessary for an ASD diagnosis. I don't have time to look it up right now but I'm not sure that it would qualify. Does everyone with anxiety have difficulty in social communication? I don't think that's an absolute. I think there are plenty of extroverts who also have anxiety.,266,Autism_and_Mental_Health_Forum
284,mentallycomplicated,Well-known member,"@Blue Monday No, but many people with anxiety and not necessarily ASD would still be able to fit into the diagnostic criteria.",189,Autism_and_Mental_Health_Forum
285,Blue Monday,Well-known member,"mentallycomplicated said:
@Blue Monday No, but many people with anxiety and not necessarily ASD would still be able to fit into the diagnostic criteria.
""Would"" or could?

""Persistent deficits in social communication and social interaction across multiple contexts, as manifested by the following, currently or by history (examples are illustrative, not exhaustive; see text):
Deficits in social-emotional reciprocity, ranging, for example, from abnormal social approach and failure of normal back-and-forth conversation; to reduced sharing of interests, emotions, or affect; to failure to initiate or respond to social interactions.""
^In my opinion a person with anxiety, especially related to social anxiety could fit the above. However again, it's safe to say that many people with anxiety do not have the deficits described above. Could someone with anxiety alone meet the above? Yes. ""Would"" they? Not necessarily.

""2. Deficits in nonverbal communicative behaviors used for social interaction, ranging, for example, from poorly integrated verbal and nonverbal communication; to abnormalities in eye contact and body language or deficits in understanding and use of gestures; to a total lack of facial expressions and nonverbal communication.""

^ Same opinion as above.

""3. Deficits in nonverbal communicative behaviors used for social interaction, ranging, for example, from poorly integrated verbal and nonverbal communication; to abnormalities in eye contact and body language or deficits in understanding and use of gestures; to a total lack of facial expressions and nonverbal communication.""

^ Same opinion as above.

I see your point, but given that people with anxiety can also be extroverts and/or not have difficulty with social communication, etc it doesn't seem to be to be an absolute. Not that all autistic people are introverts.

Hyper/Hypo sensitivity to stimuli is an extremely common factor to autism. I don't think hyper/hypo sensitivity to stimuli is considered to be extremely common to anxiety or OCD. Based on the DSM V I grant that such sensitivities are not required for an autism diagnosis provided at least two other criteria out of four in the subcategory that sensory issues are included in.",266,Autism_and_Mental_Health_Forum
286,mentallycomplicated,Well-known member,@Blue Monday You're right... But this still doesn't really answer my main question. How do you know when it's autism or anxiety or even both?,189,Autism_and_Mental_Health_Forum
287,Blue Monday,Well-known member,"mentallycomplicated said:
@Blue Monday You're right... But this still doesn't really answer my main question. How do you know when it's autism or anxiety or even both?
Fair question.",266,Autism_and_Mental_Health_Forum
288,losingdefinition,Well-known member,@UFOLightsOut77 im not sure ot matters either way these days. Its just an excuse for the likes of budding comedians to rip the mick out of people lesser than them.,144,Autism_and_Mental_Health_Forum
289,bluewaterfall,Active member,I want to know too!,32,Autism_and_Mental_Health_Forum
290,GttingWrseEvryday,Active member,"I've already made a thread about this on the dissociation section of this forum but I wanted to be more clear on this. Ever since 5th grade, I've always felt the need to copy others, like their personality/the way this person is behaving. This all began at school and later I would behave like the person I'm copying elsewhere (outside of school). As I grew older, it became more extreme that I would dress in a way resembling how the other person is dressed, tried to copy their hobbies, mannerism, and style. It came to a point where the person I'm targeting often catches me looking at them and copying their manner and it completely embarrasses me.

Whenever I try to let this go, I feel empty and hopeless. It's got to a point where I enjoy this yet see it as very problematic and a waste of time. As of now, I am very isolated and socially hopeless, yet deep inside of me I still want to embrace this.

Is this an autistic trait? I'd really like to know what is causing this intention, I feel like this is very unusual, though I could be wrong.",35,Autism_and_Mental_Health_Forum
291,_Flick,Active member,"I can somewhat relate to this.
Helps me feel safer in social situations because then I don't have to decide/represent who I truly am which undoubtedly comes with risk of rejection. By copying someone else, I already know how people will perceive it and whether it would be accepted.
Though with me I kinda take elements from different people and mix and match so it's less obvious (unless I'm very very anxious, then I just stick to copying 1 person for the time being).

I have never been diagnosed with autism so I don't know if this would be considered an autistic trait. Maybe just a social anxiety thing? That combined with self-image issues?",42,Autism_and_Mental_Health_Forum
292,GttingWrseEvryday,Active member,"@_Flick Yeah, I agree that social anxiety and self image issues might play a role in this. However, you might be doing this just to fit in better though. I rather have an unhealthy obsession for this and I don't think people perceive me as normal",35,Autism_and_Mental_Health_Forum
293,Kahuna,Well-known member,"GttingWrseEvryday said:
I've already made a thread about this on the dissociation section of this forum but I wanted to be more clear on this. Ever since 5th grade, I've always felt the need to copy others, like their personality/the way this person is behaving. This all began at school and later I would behave like the person I'm copying elsewhere (outside of school). As I grew older, it became more extreme that I would dress in a way resembling how the other person is dressed, tried to copy their hobbies, mannerism, and style. It came to a point where the person I'm targeting often catches me looking at them and copying their manner and it completely embarrasses me.

Whenever I try to let this go, I feel empty and hopeless. It's got to a point where I enjoy this yet see it as very problematic and a waste of time. As of now, I am very isolated and socially hopeless, yet deep inside of me I still want to embrace this.

Is this an autistic trait? I'd really like to know what is causing this intention, I feel like this is very unusual, though I could be wrong.
Click to expand...

Sounds like you're trying to mask in social situations but not completely sure how to behave to be accepted 'as normal', (or don't have the confidence to believe you can) so you copy the behaviour of someone you know is already seen as 'normal, friendly, popular' etc and make their identity your 'social mask'.

Quite common in high functioning autism in those with enough social awareness to know people see them as different, (and maybe even to try to avoid getting bullied for it) but maybe not quite as socially skilled as a NT person of their age group.",61,Autism_and_Mental_Health_Forum
294,Special Friend,Well-known member,@GttingWrseEvryday not autistic… actually it is written as an intrinsic trait of literally all animals to their own species … maybe you are just anxious feeling like you’re not fitting in,362,Autism_and_Mental_Health_Forum
295,Special Friend,Well-known member,"@Kahuna it’s normal to social mask I think. Nowadays society isn’t the way nature intended, we drive cars and fly planes and live in houses and pay taxes and secretly I just want to lounge under partial shade in a mild climate rubbing dirt on my face and smell my armpits and throw stones at groundhogs, who is making all the concrete??? The concrete worker probably has to grumble to themselves everyday",362,Autism_and_Mental_Health_Forum
296,Topcat,Well-known member,"This might be odd, but does anyone here have problems with sending text messages to friends. Can type a message but then deletes and feels anxiety about sending it because, for some reason, not wanting them to reply.","5,452",Autism_and_Mental_Health_Forum
297,Buff Schmoltler,Well-known member,"No, I want to hear from others, but am too carefree about sending texts when it might be a bad time.

What is that like? Do you have more friends than you want to have?",794,Autism_and_Mental_Health_Forum
298,Nuggets,Well-known member,"@Topcat I get like that sometimes, just can't be bothered talking, so I delete them.",625,Autism_and_Mental_Health_Forum
299,Topcat,Well-known member,"@Buff Schmoltler it’s my daughter that was talking about this yesterday. She has two friends, and she was saying that she didn’t know why she couldn’t send them a text, to be the one to start a conversation. If they message her she can respond, she just feels anxiety about starting the chat and pushing the send button.
I understand that feeling when sending some kind of message that you are anxious to send in the first place, like a job application letter, or something important that you’re afraid to start the ball rolling on. But not so much just a “Hi” to a friend.

She does have difficulties with friendships. These two friends are her only ones, but they both also annoy her. She is starting college next month and she has said she would like to be friendly with people at college, but avoid the commitment of making friends. Although, I am exactly the same in that respect.","5,452",Autism_and_Mental_Health_Forum
300,Buff Schmoltler,Well-known member,"When one is communicating by text, they are like blind and deaf, with minimal data on emotion. Text messsge is good for arranging meetups in person.",794,Autism_and_Mental_Health_Forum
301,Buff Schmoltler,Well-known member,"Self respect, and “doing no harm”, are good virtues.",794,Autism_and_Mental_Health_Forum
302,Special Friend,Well-known member,"Buff Schmoltler said:
Self respect, and “doing no harm”, are good virtues.
Yes ideally you don’t do any harm to others even if it’s by accident and yet I am left wondering if you achieve the same affect on purpose(with greater awareness) is that the same(or better, in a way)?",362,Autism_and_Mental_Health_Forum
303,Special Friend,Well-known member,For example a thief stubs his toe painfully after stealing a purse but what if you stubbed the thief’s toe after he did it? Does that mean you are unvirtuous in your punishment of him?,362,Autism_and_Mental_Health_Forum
304,Kahuna,Well-known member,I prefer SMS and typing on forums but I have phobia of speaking in most situations and have never used a phone in my life.,61,Autism_and_Mental_Health_Forum
305,DayBird,Active member,"So yesterday my Mum told me some bad news regarding a friend. I made a short response (can't remember) and walked back into my room. Looking back on it, I probably should've considered if my Mum was ok? I still don't know what I should do in these situations. It may look like I don't care but it's just because I don't know how to respond. Even if I know how to respond, it doesn't feel right. Inside my head the bad news makes me feel horrible but I don't show it on the outside. I'm starting to understand certain situations better but I notice my mistakes afterwards after thinking about them, you know?",32,Autism_and_Mental_Health_Forum
306,Nuggets,Well-known member,@DayBird When given really bad news my head shuts down for a while to process the information given. If it seems aloof it's not on purpose it's just my way of dealing with things.,625,Autism_and_Mental_Health_Forum
307,Kahuna,Well-known member,"Does anyone else daydream excessively like create whole persona's to cope with things you don't want to? like another version of you that goes to college or work? .. who is more friendly, likes whatever is trendy and acceptable when deep down you know that's not your real favourite thing?

Ever taken it to extremes so everyone in real world only knew that persona as 'you' (or you have multiple versions of 'you' depending on the situation) but then you started to resent having to be that/those persona(s) for everyone? ..just to be able to cope with 'normal stuff' like going to work and want to be accepted as 'yourself' .... but then people say 'you've changed' and start unfriending you cos you're having an autistic meltdown mybe due to peri-menopause or 'mid-life crisis' or something and can't cope with having to mask constantly anymore? ...but your masking was so good no-one even realised you had autism!

They don't like what they see as 'the new you' , but it's actually 'the real you' cos the others were just social front's to help you get through life demands to present as normal to be accepted.

Now you're old (or older) and tired of having to constantly mask, it's too exhausting but now find you have no friends cos they all thought you 'went weird' or they didn't like what they saw as 'the new you'.

Do you go back to faking your 'friendly persona'..say sorry I was ill ..on medication now, it won't happen gain and resign yourself to a lifetime of pretence in order to be accepted or have any friends? (maybe also just to keep/get back the same routines with the same people).

Or just accept no-one is ever gonna like 'the real you' and spend your life as a lonely hermit?",61,Autism_and_Mental_Health_Forum
308,Briar Patch,Well-known member,"Yes, I became the mask, forgot I'd become the mask, then I remembered and realised I didn't know who I was.",641,Autism_and_Mental_Health_Forum
309,mentallycomplicated,Well-known member,@Kahuna I don't think I'm autistic my psychiatrists thinks I probably have it though and I relate to this... my true pathetic self and dream fantasy persona are at war with each other...,189,Autism_and_Mental_Health_Forum
310,Chipotle,Well-known member,"I have known people who mask a lot and it has just come off as them being totally phoney. People do see through it and people don't like it.

I would always advise people to be themselves. If someone doesn't like the real you, that is their problem.

You will gain nothing by not being yourself.",202,Autism_and_Mental_Health_Forum
311,Kahuna,Well-known member,"Briar Patch said:
Yes, I became the mask, forgot I'd become the mask, then I remembered and realised I didn't know who I was.
yes that's it! I became the mask too twice for over 10 years each time before something else caused the mask to vanish and causing me to have to start again.",61,Autism_and_Mental_Health_Forum
312,Kahuna,Well-known member,"Chipotle said:
I have known people who mask a lot and it has just come off as them being totally phoney. People do see through it and people don't like it.

I would always advise people to be themselves. If someone doesn't like the real you, that is their problem.

You will gain nothing by not being yourself.

This theory has not worked for me. I'd have never got to university by myself as myself but my 'social mask persona' did. The second one got us a nice house in a nice area but going through the peri-menopause changed us again and then the isolation through the pandemic.

Now I seem to have to lost the will to mask anymore anyway, but have lost alot of friends because they feel I'm no longer the person they knew (and saw as 'the real me').",61,Autism_and_Mental_Health_Forum
313,Crispie,Active member,I have always wondered this. I recently had a breakdown I suppose I was trying to be the person I thought everyone eanted me to be or the person that didnt draw attention for so long I lost myself and fell apart. Im now going through the autism assessment process but have only recently started to be true self in what I wear how I act etc. However I still contiously reign it all in dependent on situation. I am fully aware I can be too much for some so I only really relax and be my true self when I am fully comfortable with those around. Theres a fear of judgement etc. Going on there as well.,37,Autism_and_Mental_Health_Forum
314,Hardknocks88,Well-known member,"@Kahuna Life can get really complicated I guess. If your one of those people that doesn't care what most people think most of the time, it will be a lot harder to make friends.
It's been really hard finding a friend in modesto yet i am starting to give an effort.
I guess since people are struggling financially, no one has barely any time to spend time with people, guess that's the way it is.
Autism does suck, my thinking doesn't make sense sometimes, I feel like an idiot.",572,Autism_and_Mental_Health_Forum
315,Comorbidity,Well-known member,"I think far too much emphasis is put on masking, EVERYONE masks, neurotypical people mask more than anyone else, because they are desperately afflicted by being pack animals and the need to conform and fit in and do what everyone else is doing

My personal view is that a lot of people on a certain part of the spectrum don't properly understand their condition, they talk about it and things like this as though they have a choice in it and are making conscious decisions in this behaviour

Through a series of epiphanies over the past couple of years I have arrived at the following conclusions about autism at a certain part in the spectrum I'd like you to all consider

Autism is a higher, greater, or wiser subconscious

Autism plots your life course and decides what is and what isn't good for you, it writes the movie of your life you're only an extra in, you don't decide

Those of us with exceptional gifts in some areas, forget the idea that we're super smart in some ways at certain things or that we found those things and followed an interest in them. Our autism found them, it is the super smart super articulate subconscious that learns and works all these things out for us, we can't really take an awful lot of credit for it even though it comes through us, we're not consciously working these things out ourselves

Everyone masks, autism, through holding every single memory we have including millions we don't remember or have access to, does an absolutely incredible process of calculating odds and probabilities across all our memories and experiences to decide whether or not an experience or venture of any kind will potentially be a good one for us/it, then releases the chemicals to give us the feeling it will be a positive thing and to go with it or the opposite.

If your autism believes it will be a brilliant and worthwhile learning experience and provide exposure to new environments, information, experience and people it calculations have deemed of potential value and that involves masking to present as a certain persona, that's what it will have you do, you don't have a choice

What autism does and has always done for me is it writes the movie of our lives we're but a mere extra in, it creates an incredibly sophisticated lifetime of programming, creating a new program for each next significant part when there has been change or it has decided for change, keeping what it deems necessary and worthwhile to keep and overwriting other things from past experiences and roles it deems no longer necessary, or closing the pathways for us to access those things, it's a super computer that continually tries to evolve us

It can occur that through extreme sustained trauma, other people can damage our programming, having the effect of having come into our head with a sizeable hammer and absolutely smashed all that beautifully painstakingly woven and crafted circuitry over so many years into millions of pieces, if that then leaves you with PTSD as it did me, there becomes an issue with the autism ability to write a new program and continue moving forward, which is where I have been for the past 13 years",575,Autism_and_Mental_Health_Forum
316,mentallycomplicated,Well-known member,Two people can have hardly any symptoms in common and still both be on the spectrum. This makes no sense to me. Why is it like this?,189,Autism_and_Mental_Health_Forum
317,Drowzy,Well-known member,"Autism is a word professionals use to categorise a patient. This is helpful to them because it means they can compare patients with similar characteristics and hopefully find the most suitable treatment.

Try to remember that it’s just a label that people use. People who have no time to meet your individual needs so you are categorised to speed up the process","1,688",Autism_and_Mental_Health_Forum
318,mentallycomplicated,Well-known member,@Drowzy You are categorised but can have next to no similar characteristics with an autistic person on the low functioning end of the spectrum for example... what is the point of categorising like this? They don't even have that similar characteristics. This is why this doesn't make sense to me. How can you give the same treatment to people with such wildly different characteristics? And what of some autistic people who claim they don't need treating and are perfectly healthy as they are - what is the point of categorising those people?,189,Autism_and_Mental_Health_Forum
319,Zana,Well-known member,"mentallycomplicated said:
And what of some autistic people who claim they don't need treating and are perfectly healthy as they are - what is the point of categorising those people?
I can at least answer this; finding out I was autistic is helping me slowly come to accept the different experience of life I seem to have always have had to most others.

Instead of wondering what on earth was wrong and getting stressed about it, now I understand its due to being on the spectrum and don't put unnecessary pressure on myself to change/adapt to any person or situation, and just accept who I am for who I am!",176,Autism_and_Mental_Health_Forum
320,Nouress,Well-known member,"The answer for these sort of things is that mental illness is in general more complicated and difficult to classify and treat then regular illnesses.

If your live is failing that's one specific ailment easy to discern compared to when it's your heart.

But when you're experiencing pathological mental behaviors, how do you objectively define and separate them? it's a whole lot more difficult. And often lacking any clear understanding of the exact source of these illnesses the medical science just kind of have to group a whole bunch of them together.

I think it's also partly because patients needs some sort of answer and it will make them feel better to be told ""you're on the autism spectrum"" than having the medical expert you've come for help just shrug and say ""heck if I know, shit's weird"".",150,Autism_and_Mental_Health_Forum
321,mentallycomplicated,Well-known member,"Several people including my psychiatrist seems to think so. Please tell me what you think because I have several symptoms I think can only be explained by ASD but on the other hand I don't have issues with observation and am lacking some other symptoms too.

Symptoms I have: I hate change and uncertainty; I dislike being around people and traveling; I don't understand why people care about a lot of social norms like celebrations, weddings, dating, fitting in with others and having the same opinion and so on most of these things disinterest me; I find it difficult to remember dates and phone numbers, I still don't remember my family's birthdays and phone numbers; my motor abilities are very poor, I get very confused with directions and am quite clumsy - suspected dyspraxia; I get quite obsessive and absorbed with niche interests that are unusual to have for my demographic (I'm an 18 year old girl); I enjoy categorising things; I am quite sensitive to noise, I adore and am deeply affected by music and am easily irritated by background noise; I am verbally impulsive and considered quite rude however I often understand why people think I'm rude I just can't help but say things on my mind especially things I'm excited about; I'm a very direct person in general; I prefer nonfiction instead of fiction; I get very stressed in social situations and people think I'm a bit weird; I have no friends and have a very hard time keeping friends, I tend to cut them off eventually; I'm not interested in romance unless if it's with specific fictional characters, the concept of conventional dating is very foreign and shallow to me; I find it difficult to do things without good reason and interest; I find it difficult to do things without writing it down or having a routine; I notice small changes; I'm often planning things and picturing them in my head; I almost always hate being touched but I myself am a very touchy person; I have a history of school refusal which is more common in people with ASD; I always have to talk about things on my mind; I have suspected depression anxiety and OCD

Things I have that go against me possibly having ASD: I don't find it difficult to figure out what someone is thinking or their intentions though sometimes I can get quite paranoid and assume the worst, I can usually tell when someone is bored; even though I can be very obsessive with a few interests in general my interests were quite broad and I would read books about multiple subjects; even though I dislike being around people I'm very very chatty; most females with ASD tend to display ""masking"" behaviours but I mostly don't and am just my true direct self; my speech isn't monotonous; my speech and body language and facial expressions are pretty varied and normal; I have good empathy and sympathy, I only really struggle with people I especially dislike and have been wronged by but even then it's not beyond me; I find it easy to keep a conversation going simply because I talk so much... I often just talk a lot and the other party listens but I make sure they're okay with it and ask them questions too; I understand jokes and sarcasm and I'm not literal even though I'm direct, I speak in hyperboles a lot of the time which throws people off a bit lol; I'm not good with numbers; I can sometimes multitask it kind of depends; I don't get along with children... I don't get along with anyone really; I don't think my behaviour is really repetitive; I cant control my speech volume; I'm only sensitive to sounds, the feeling of clothes on my skin is normal to me; I don't really follow rules when interacting I'm just my natural weird self or I am closed off and leave at some point;",189,Autism_and_Mental_Health_Forum
